Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
1211,Samsung,Notebook,16.0,OLED 2880x1800,Apple M3 Pro,8GB,512GB SSD,NVIDIA RTX 4060,Windows 11,1.62kg,93760.93
1212,MSI,Workstation,17.3,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,8GB,512GB SSD,Integrated AMD Radeon,Linux,1.63kg,33961.49
1213,Samsung,2 in 1 Convertible,16.0,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,16GB,512GB SSD,NVIDIA RTX 4050,No OS,2.45kg,131930.35
1214,Asus,Workstation,13.3,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,8GB,2TB SSD,NVIDIA RTX 4050,Windows 10,2.03kg,116328.07
1215,Dell,Workstation,15.6,2880x1800,Apple M2,8GB,256GB SSD,Intel Iris Xe,Windows 10,1.68kg,79411.28
1216,Samsung,Notebook,16.0,Retina 2560x1600,AMD Ryzen 5 7530U 2.0GHz,8GB,256GB SSD,Integrated AMD Radeon,Linux,1.13kg,191417.6
1217,Samsung,Notebook,13.3,1920x1080,Intel Core i7 1360P 3.7GHz,16GB,2TB SSD,Integrated AMD Radeon,No OS,2.18kg,118147.33
1218,Acer,2 in 1 Convertible,13.3,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,64GB,512GB SSD,NVIDIA RTX 4070,Linux,1.39kg,171788.56
1219,Lenovo,Ultrabook,13.3,1920x1080,Intel Core i9 13900H 5.4GHz,16GB,2TB SSD,Intel Iris Xe,Linux,1.45kg,197368.76
1220,MSI,Gaming,17.3,2880x1800,Intel Core i9 13900H 5.4GHz,64GB,256GB SSD,Intel Iris Xe,No OS,1.55kg,107172.45
1221,Samsung,Notebook,14.0,2560x1600,Apple M3 Pro,64GB,256GB SSD,NVIDIA RTX 4050,Linux,2.11kg,193042.58
1222,HP,2 in 1 Convertible,15.6,IPS Panel 1920x1080,Apple M2,32GB,2TB SSD,Apple M3 GPU,Windows 10,1.96kg,98109.13
1223,Apple,Netbook,15.6,1920x1080,Intel Core i7 1360P 3.7GHz,64GB,256GB SSD,Apple M3 GPU,Windows 10,1.45kg,45605.27
1224,MSI,Workstation,14.0,2560x1600,Intel Core i5 1240P 3.3GHz,64GB,256GB SSD,NVIDIA RTX 4070,Linux,1.93kg,173117.45
1225,Acer,Gaming,17.3,2560x1600,Apple M2,16GB,256GB SSD,NVIDIA RTX 4050,No OS,1.71kg,74204.21
1226,Microsoft,Notebook,13.3,3840x2160,Apple M2,64GB,2TB SSD,AMD Radeon 780M,Linux,1.94kg,230235.44
1227,MSI,Netbook,16.0,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,64GB,1TB SSD,Integrated AMD Radeon,macOS,2.41kg,187446.94
1228,Samsung,Netbook,15.6,3840x2160,Intel Core i9 13900H 5.4GHz,8GB,2TB SSD,NVIDIA RTX 4060,No OS,1.48kg,159278.07
1229,Apple,Netbook,16.0,1920x1080,Intel Core i9 13900H 5.4GHz,16GB,512GB SSD,NVIDIA RTX 4060,Windows 11,1.11kg,113900.36
1230,Microsoft,Gaming,16.0,1920x1080,Intel Core i9 13900H 5.4GHz,8GB,512GB SSD,NVIDIA RTX 4070,macOS,1.52kg,47635.62
1231,Razer,Gaming,13.3,3840x2160,Intel Core i7 1360P 3.7GHz,32GB,512GB SSD,Intel Iris Xe,macOS,2.43kg,64393.58
1232,Acer,Gaming,17.3,Retina 2560x1600,Apple M3 Pro,64GB,512GB SSD,NVIDIA RTX 4070,macOS,1.49kg,41671.07
1233,Microsoft,Netbook,17.3,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,8GB,2TB SSD,NVIDIA RTX 4050,macOS,1.78kg,141910.25
1234,Apple,Ultrabook,13.3,3840x2160,Intel Core i7 1360P 3.7GHz,64GB,256GB SSD,NVIDIA RTX 4050,No OS,2.05kg,75456.68
1235,Samsung,Netbook,16.0,Retina 2560x1600,Intel Core i7 1360P 3.7GHz,8GB,512GB SSD,NVIDIA RTX 4050,macOS,1.65kg,220413.42
1236,Samsung,Gaming,16.0,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,32GB,256GB SSD,NVIDIA RTX 4050,No OS,2.37kg,179079.83
1237,HP,Ultrabook,17.3,3840x2160,Intel Core i7 1360P 3.7GHz,8GB,512GB SSD,NVIDIA RTX 4050,No OS,2.11kg,134317.12
1238,Samsung,Gaming,16.0,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,32GB,2TB SSD,AMD Radeon 780M,macOS,1.16kg,81979.41
1239,Dell,Workstation,15.6,2560x1600,Apple M3 Pro,64GB,2TB SSD,NVIDIA RTX 4060,Windows 11,1.98kg,200227.52
1240,Acer,2 in 1 Convertible,13.3,1920x1200,Intel Core i9 13900H 5.4GHz,32GB,1TB SSD,Integrated AMD Radeon,Windows 10,1.51kg,74598.33
1241,Acer,2 in 1 Convertible,15.6,IPS Panel 1920x1080,AMD Ryzen 7 7840HS 3.8GHz,64GB,512GB SSD,NVIDIA RTX 4070,macOS,1.61kg,219783.39
1242,Dell,Ultrabook,15.6,2880x1800,Intel Core i7 1360P 3.7GHz,32GB,256GB SSD,NVIDIA RTX 4050,Windows 10,2.4kg,126399.64
1243,HP,Workstation,16.0,3840x2160,Intel Core i7 1360P 3.7GHz,16GB,1TB SSD,Integrated AMD Radeon,No OS,2.32kg,60485.56
1244,Apple,Workstation,14.0,2880x1800,Intel Core i7 1360P 3.7GHz,32GB,2TB SSD,AMD Radeon 780M,No OS,1.9kg,244333.08
1245,Apple,Gaming,14.0,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,32GB,2TB SSD,NVIDIA RTX 4060,No OS,1.42kg,75462.19
1246,Razer,Netbook,13.3,Retina 2560x1600,Intel Core i9 13900H 5.4GHz,8GB,256GB SSD,NVIDIA RTX 4050,Linux,2.02kg,72544.63
1247,Lenovo,Netbook,17.3,2560x1600,Apple M2,16GB,256GB SSD,NVIDIA RTX 4070,Windows 10,1.54kg,202321.09
1248,Samsung,Workstation,16.0,2880x1800,Apple M2,64GB,256GB SSD,NVIDIA RTX 4070,Linux,1.96kg,222722.2
1249,Razer,Gaming,14.0,2560x1600,Apple M2,16GB,512GB SSD,NVIDIA RTX 4050,macOS,1.31kg,143745.9
1250,Acer,2 in 1 Convertible,15.6,1920x1200,Intel Core i9 13900H 5.4GHz,8GB,2TB SSD,NVIDIA RTX 4060,Windows 10,2.43kg,116855.95
1251,Lenovo,Notebook,13.3,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,32GB,1TB SSD,Integrated AMD Radeon,Windows 11,1.76kg,198336.99
1252,Dell,Ultrabook,15.6,1920x1080,Intel Core i7 1360P 3.7GHz,16GB,2TB SSD,Integrated AMD Radeon,Linux,1.86kg,70020.25
1253,Acer,2 in 1 Convertible,14.0,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,16GB,1TB SSD,Integrated AMD Radeon,Windows 11,1.23kg,113133.54
1254,Apple,Netbook,16.0,2560x1600,Intel Core i5 1240P 3.3GHz,32GB,1TB SSD,NVIDIA RTX 4070,Windows 10,2.49kg,132764.01
1255,Dell,Notebook,14.0,IPS Panel 1920x1080,Apple M2,32GB,2TB SSD,Integrated AMD Radeon,Windows 11,2.35kg,116070.81
1256,Microsoft,Notebook,16.0,IPS Panel 1920x1080,Apple M3 Pro,16GB,256GB SSD,AMD Radeon 780M,macOS,1.43kg,30265.75
1257,Asus,Netbook,17.3,1920x1200,Intel Core i7 1360P 3.7GHz,16GB,512GB SSD,AMD Radeon 780M,Windows 10,1.2kg,67416.2
1258,Acer,Netbook,15.6,2880x1800,Intel Core i9 13900H 5.4GHz,16GB,1TB SSD,Integrated AMD Radeon,Linux,1.76kg,55326.14
1259,Dell,Gaming,17.3,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,16GB,2TB SSD,NVIDIA RTX 4050,Linux,1.87kg,134302.99
1260,Apple,Workstation,14.0,Retina 2560x1600,Intel Core i9 13900H 5.4GHz,8GB,512GB SSD,NVIDIA RTX 4060,macOS,2.28kg,131311.79
1261,Dell,2 in 1 Convertible,13.3,2560x1600,Apple M2,64GB,1TB SSD,NVIDIA RTX 4070,Linux,1.18kg,105379.79
1262,Lenovo,2 in 1 Convertible,14.0,Retina 2560x1600,Apple M2,16GB,2TB SSD,AMD Radeon 780M,No OS,2.02kg,95602.88
1263,Acer,2 in 1 Convertible,14.0,1920x1080,Intel Core i9 13900H 5.4GHz,8GB,512GB SSD,AMD Radeon 780M,Windows 11,2.45kg,169030.83
1264,Dell,2 in 1 Convertible,13.3,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,8GB,2TB SSD,Intel Iris Xe,Linux,1.72kg,75978.14
1265,Apple,Notebook,14.0,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,32GB,256GB SSD,NVIDIA RTX 4050,Windows 11,1.73kg,160412.67
1266,Asus,Workstation,17.3,Retina 2560x1600,AMD Ryzen 7 7840HS 3.8GHz,32GB,256GB SSD,NVIDIA RTX 4050,Linux,1.34kg,41162.74
1267,HP,Netbook,16.0,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,16GB,256GB SSD,Apple M3 GPU,No OS,1.24kg,244333.57
1268,Apple,2 in 1 Convertible,13.3,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,16GB,1TB SSD,AMD Radeon 780M,Linux,1.91kg,99631.67
1269,Apple,Workstation,13.3,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,8GB,256GB SSD,NVIDIA RTX 4070,macOS,2.41kg,115542.94
1270,Dell,Notebook,14.0,3840x2160,Apple M3 Pro,16GB,1TB SSD,Integrated AMD Radeon,Linux,1.77kg,32138.19
1271,Apple,Workstation,17.3,3840x2160,AMD Ryzen 5 7530U 2.0GHz,16GB,1TB SSD,NVIDIA RTX 4060,macOS,1.1kg,38716.67
1272,Asus,2 in 1 Convertible,16.0,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,64GB,256GB SSD,NVIDIA RTX 4070,Windows 11,1.73kg,220503.79
1273,Dell,Gaming,14.0,1920x1200,Intel Core i7 1360P 3.7GHz,8GB,2TB SSD,NVIDIA RTX 4060,Windows 10,1.31kg,128608.14
1274,Razer,Gaming,16.0,3840x2160,Intel Core i9 13900H 5.4GHz,16GB,2TB SSD,Intel Iris Xe,Windows 11,1.61kg,57431.51
1275,Dell,Notebook,17.3,1920x1200,Intel Core i9 13900H 5.4GHz,32GB,256GB SSD,Integrated AMD Radeon,macOS,1.83kg,210108.52
1276,MSI,Workstation,15.6,Retina 2560x1600,Apple M2,16GB,1TB SSD,AMD Radeon 780M,Linux,1.92kg,34801.46
1277,Razer,Ultrabook,14.0,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,64GB,2TB SSD,Apple M3 GPU,macOS,2.25kg,184589.39
1278,Acer,Netbook,16.0,1920x1080,Apple M3 Pro,64GB,256GB SSD,Intel Iris Xe,Windows 11,1.86kg,30128.58
1279,Asus,2 in 1 Convertible,16.0,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,16GB,2TB SSD,NVIDIA RTX 4070,No OS,1.22kg,103234.06
1280,Lenovo,2 in 1 Convertible,16.0,Retina 2560x1600,AMD Ryzen 5 7530U 2.0GHz,64GB,512GB SSD,Apple M3 GPU,No OS,2.24kg,60832.18
1281,Asus,Notebook,14.0,2560x1600,AMD Ryzen 5 7530U 2.0GHz,64GB,256GB SSD,AMD Radeon 780M,Windows 11,2.02kg,116370.84
1282,Dell,Notebook,13.3,2880x1800,Intel Core i5 1240P 3.3GHz,16GB,256GB SSD,NVIDIA RTX 4070,Windows 10,1.81kg,245060.51
1283,Acer,Gaming,15.6,Retina 2560x1600,Intel Core i9 13900H 5.4GHz,64GB,1TB SSD,Apple M3 GPU,Windows 10,1.16kg,158505.42
1284,Microsoft,Ultrabook,17.3,IPS Panel 1920x1080,Intel Core i7 1360P 3.7GHz,64GB,512GB SSD,Apple M3 GPU,No OS,2.24kg,129853.87
1285,HP,Gaming,14.0,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,32GB,1TB SSD,Apple M3 GPU,macOS,2.38kg,203755.55
1286,Acer,Workstation,14.0,OLED 2880x1800,Apple M3 Pro,8GB,1TB SSD,Intel Iris Xe,macOS,1.84kg,117688.37
1287,HP,Ultrabook,17.3,Retina 2560x1600,Apple M3 Pro,16GB,2TB SSD,Apple M3 GPU,No OS,1.37kg,59019.59
1288,Apple,Workstation,16.0,1920x1080,Intel Core i7 1360P 3.7GHz,32GB,256GB SSD,AMD Radeon 780M,Linux,1.24kg,101761.08
1289,Dell,2 in 1 Convertible,16.0,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,16GB,512GB SSD,Intel Iris Xe,No OS,1.15kg,147215.58
1290,MSI,Gaming,14.0,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,16GB,2TB SSD,AMD Radeon 780M,No OS,1.82kg,123949.1
1291,Samsung,Workstation,14.0,1920x1080,Intel Core i5 1240P 3.3GHz,8GB,256GB SSD,Apple M3 GPU,No OS,1.85kg,195108.75
1292,Microsoft,Workstation,13.3,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,64GB,1TB SSD,Apple M3 GPU,macOS,1.08kg,153680.7
1293,Asus,Netbook,14.0,OLED 2880x1800,Apple M2,8GB,2TB SSD,Intel Iris Xe,Linux,1.46kg,92442.04
1294,MSI,Netbook,14.0,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,16GB,256GB SSD,Intel Iris Xe,Windows 10,1.73kg,149523.1
1295,Samsung,Netbook,16.0,1920x1200,Intel Core i7 1360P 3.7GHz,8GB,512GB SSD,NVIDIA RTX 4050,macOS,2.45kg,113310.74
1296,Acer,Ultrabook,14.0,Retina 2560x1600,Intel Core i9 13900H 5.4GHz,16GB,1TB SSD,AMD Radeon 780M,No OS,2.11kg,140751.83
1297,Microsoft,Netbook,15.6,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,32GB,512GB SSD,AMD Radeon 780M,Linux,1.19kg,244912.55
1298,HP,Ultrabook,15.6,3840x2160,Apple M3 Pro,64GB,2TB SSD,NVIDIA RTX 4060,Linux,1.2kg,91742.11
1299,Apple,Workstation,14.0,1920x1200,Apple M2,32GB,1TB SSD,Integrated AMD Radeon,Linux,1.63kg,171035.11
